docid,title,text,book,book_title,chapter_number,chapter_title
483,MULLET ANOTHER STYLE ,"scrape, wash, place [the fish] in a sauce pan, add oil, broth, wine and a bunch of leeks and [fresh] coriander to the mess, set on the fire to cook. crush pepper, lovage, origany, moisten with some of the fish's own liquor [from the sauce pan] add raisin wine to taste, put it into a pot and on the fire to heat; tie with roux and presently add it to the contents in the sauce pan  sprinkle with pepper and serve.",,SUMMARY OF DISHES,XV,"MULLET, DIFFERENT STYLE"
484,"MURENA, EEL OR MULLET MAKE THUS: ","clean the fish and carefully place in a sauce pan. in the mortar put pepper, lovage, origany, mint, dry onions, crush, moisten with a small glass of wine, half of that of broth, and of honey one third part, and a moderate amount of reduced must, say a spoonful. it is necessary that the fish be entirely covered by this liquor so that there may be sufficient juice during the cooking.",,SUMMARY OF DISHES,XVI,MURENA AND EEL
485,[Dressing for] SPINY LOBSTER (AND SQUILL) ,"crush pepper, lovage, celery seed, pour in vinegar, broth, yolks of [hard boiled] eggs, mix well together  and dress [the boiled shellfish meat with it] and serve.",,SUMMARY OF DISHES,XVII,SPINY LOBSTER AND SQUILL
486,[Sauce] FOR BOILED FISH ,"crush pepper, lovage, celery seed, origany which moisten with vinegar; add pine nuts, figdates  in sufficient quantity, honey, vinegar, broth, mustard, mix and combine properly and bring forth.",,SUMMARY OF DISHES,XVIII,BOILED FISH
487,A DISH OF SOLE WITH EGGS ,"scale [skin] clean [the soles], place in a [shallow] sauce pan, add broth, oil [white] wine, a bunch of leeks and coriander seed, place on fire to cook, grind a little pepper, origany, moisten with the fish liquor [from the sauce pan]. take 10 raw eggs, beat them and mix with the remaining liquor; put it all back over the fish, and on a slow fire allow to heat [without boiling] and thicken to the right consistency; sprinkle with pepper .",,SUMMARY OF DISHES,XIX,A DISH OF SOLE AND EGGS
488,"SUCKLING PIG, CORIANDER SAUCE ","roast the pig carefully; make thus a mortar mixture: pound pepper, dill, origany, green coriander, moisten with honey, wine, broth, oil, vinegar, reduced must. all of this when hot pour over [the roast] sprinkle raisins, pine nuts and chopped onions over and so serve.",,SUMMARY OF DISHES,XX,"SUCKLING PIG, CORIANDER SAUCE"
489,"SUCKLING PIG, WINE SAUCE ","take the pig, garnish [with a marinade of herbs, etc.] cook [roast] it with oil and broth. when done, put in the mortar pepper, rue, laurel berries, broth, raisin wine or reduced wine, old wine, crush all, mix and prepare to a point; dress the pig on a showy service  platter and serve.",,SUMMARY OF DISHES,XXI,"SUCKLING PIG, WINE SAUCE"
490,"PIG, PAN GRAVY ",roast the pig in its own juice; [when done] retire; bind the gravy with roux; [strain] put in a sauce boat and serve.,,SUMMARY OF DISHES,XXII,"PORK, PAN GRAVY"
491,PIG SPRINKLED WITH THYME ,"milk-fed pig, killed on the previous day, boil with salt and dill; transfer it into cold water, carefully keeping it submerged, to preserve its whiteness. thereupon [make a cold dressing of the following] green savory herbs, [fresh] thyme, a little fleabane, hard boiled eggs, onions, [everything] chopped fine, sprinkle everything [over the pig which has been taken out of the water and allowed to drip off] and season with a pint of broth, one measure of oil, one of raisin wine, and so present it .",,SUMMARY OF DISHES,XXIII,PORK SPRINKLED WITH THYME
492,PICKLED SUCKLING PIG ,"garnish [prepare and marinate] the pig correctly and place it in a liquor prepared as follows: put in the mortar 50 grains of pepper, as much honey  as is required, 3 dry onions, a little green or dry coriander, a pint of broth, 1 sextarius of oil, 1 pint of water; [all this] put in a stew pan [braisière] place the pig in it; when it commences to boil, stir the gravy quite frequently  so as to thicken it. should the broth thus be reduced [by evaporation] add another pint of water. in this manner cook [braise] the pig to perfection and serve it.",,SUMMARY OF DISHES,XXIV,PICKLED PORK
493,PIG WITH LASER ,"in the mortar pound pepper, lovage, carraway, a little cumin, live laser, laser root, moisten with vinegar, add pine nuts, figdates, honey, vinegar, broth, prepared mustard, finish with oil to taste, and pour over [the roast pig].",,SUMMARY OF DISHES,XXV,LASER [sauce for] PORK
494,PIG IN SAUCE ,"in the mortar put pepper, lovage, or anise, coriander, rue, a laurel berry, pound [all], moistening with broth, [add] leeks, raisin wine, or a little honey, a little wine, and a like amount of oil. when this has been cooked tie with roux.",,SUMMARY OF DISHES,XXVI,SAUCE FOR PORK
495,PLAIN LAMB ,"of the skinned lamb make small cutlets which wash carefully and arrange in a sauce pan, add oil, broth, wine, leeks, coriander cut with the knife; when it commences to boil, stir very frequently  and serve.",,SUMMARY OF DISHES,XXVII,PLAIN LAMB
496,KID WITH LASER ,"the well-cleaned guts of a kid fill with [a preparation of] pepper, broth, laser, oil , and put them back into the carcass which sew tightly and thus cook [roast] the kid [whole]. when done put in the mortar rue, laurel berries, and then serve the kid which meanwhile has been retired from the pot with its own drippings or gravy.",,SUMMARY OF DISHES,XXVIII,KID AND LASER
497,"THRUSH ""À LA SANTÉ"" ","crush pepper, laser, laurel berry, mix in cumin  garum and stuff the thrush [with this preparation, ] through the throat , tying them with a string. thereupon make this preparation in which they are cooked: consisting of oil, salt, water , dill and heads of leeks.",,SUMMARY OF DISHES,XXIX,"THRUSH, HEALTH STYLE"
498,TURTLEDOVES ,"open them, prepare [marinate] carefully; crush pepper, laser, a little broth, immerse the doves in this preparation so that it will be absorbed by them, and thus roast them.",,SUMMARY OF DISHES,XXX,TURTLEDOVES
499,SAUCE FOR PARTRIDGE ,"crush in the mortar pepper, celery, mint, and rue; moisten with vinegar, add figdate [wine], honey, vinegar, broth, oil; let it boil likewise and serve.",,SUMMARY OF DISHES,XXXI,SAUCE FOR PARTRIDGE
